idEnvio,iataOrigen,iataDestino,tipoPaquete,cantidadMaletas,horaDisponibilidadUtc
SKBO-000000094,SKBO,SVMI,NORMAL,271,2026-01-06T17:50:00.000Z
SKBO-000000095,SKBO,LKPR,NORMAL,238,2026-01-06T18:37:00.000Z
SKBO-000000097,SKBO,OAKB,NORMAL,172,2026-01-06T20:01:00.000Z
SKBO-000000098,SKBO,OYSN,NORMAL,24,2026-01-06T20:54:00.000Z
SKBO-000000099,SKBO,LOWW,NORMAL,106,2026-01-06T21:35:00.000Z
SEQM-000000001,SEQM,SBBR,URGENTE,276,2026-01-02T06:11:00.000Z
SEQM-000000003,SEQM,SVMI,URGENTE,226,2026-01-02T08:06:00.000Z
SEQM-000000005,SEQM,LKPR,URGENTE,138,2026-01-02T10:17:00.000Z
SEQM-000000006,SEQM,OPKC,URGENTE,103,2026-01-02T11:15:00.000Z
SEQM-000000007,SEQM,SGAS,URGENTE,170,2026-01-02T12:22:00.000Z
SEQM-000000008,SEQM,OSDI,URGENTE,173,2026-01-02T13:17:00.000Z
SEQM-000000009,SEQM,OYSN,URGENTE,119,2026-01-02T14:22:00.000Z
SEQM-000000010,SEQM,SLLP,URGENTE,22,2026-01-02T15:22:00.000Z
SEQM-000000011,SEQM,UBBB,NORMAL,116,2026-01-02T16:26:00.000Z
SEQM-000000012,SEQM,EBCI,NORMAL,37,2026-01-02T17:25:00.000Z
SEQM-000000013,SEQM,SLLP,NORMAL,98,2026-01-02T18:35:00.000Z
SEQM-000000014,SEQM,SGAS,URGENTE,224,2026-01-03T05:46:00.000Z
SEQM-000000015,SEQM,LATI,URGENTE,234,2026-01-03T06:33:00.000Z
SEQM-000000016,SEQM,SCEL,NORMAL,189,2026-01-03T07:26:00.000Z
SEQM-000000017,SEQM,SLLP,NORMAL,218,2026-01-03T08:05:00.000Z
SEQM-000000018,SEQM,SGAS,NORMAL,107,2026-01-03T08:53:00.000Z
SEQM-000000019,SEQM,SLLP,NORMAL,46,2026-01-03T09:36:00.000Z
SEQM-000000020,SEQM,UBBB,NORMAL,181,2026-01-03T10:30:00.000Z
SEQM-000000021,SEQM,OAKB,NORMAL,195,2026-01-03T11:16:00.000Z
SEQM-000000022,SEQM,SABE,NORMAL,167,2026-01-03T11:54:00.000Z
SEQM-000000023,SEQM,EDDI,NORMAL,324,2026-01-03T12:47:00.000Z
SEQM-000000024,SEQM,SUAA,NORMAL,225,2026-01-03T13:35:00.000Z
SEQM-000000025,SEQM,EKCH,NORMAL,78,2026-01-03T14:18:00.000Z
SEQM-000000026,SEQM,SUAA,NORMAL,141,2026-01-03T14:06:00.000Z
SEQM-000000027,SEQM,SUAA,NORMAL,87,2026-01-03T15:48:00.000Z
SEQM-000000028,SEQM,LOWW,NORMAL,316,2026-01-03T16:32:00.000Z
SEQM-000000029,SEQM,LATI,NORMAL,7,2026-01-03T17:19:00.000Z
SEQM-000000030,SEQM,EHAM,NORMAL,27,2026-01-03T18:09:00.000Z
SEQM-000000031,SEQM,EHAM,NORMAL,301,2026-01-03T18:55:00.000Z
SEQM-000000032,SEQM,SPIM,NORMAL,102,2026-01-03T19:39:00.000Z
SEQM-000000033,SEQM,LATI,NORMAL,117,2026-01-03T20:29:00.000Z
SEQM-000000034,SEQM,OSDI,NORMAL,123,2026-01-03T21:08:00.000Z
SEQM-000000036,SEQM,SCEL,URGENTE,233,2026-01-04T06:44:00.000Z
SEQM-000000037,SEQM,OSDI,URGENTE,169,2026-01-04T07:27:00.000Z
SEQM-000000038,SEQM,EDDI,URGENTE,183,2026-01-04T08:16:00.000Z
SEQM-000000040,SEQM,EKCH,NORMAL,273,2026-01-04T09:02:00.000Z
SEQM-000000041,SEQM,SUAA,NORMAL,47,2026-01-04T10:51:00.000Z
SEQM-000000043,SEQM,SABE,NORMAL,165,2026-01-04T12:29:00.000Z
SEQM-000000044,SEQM,LBSF,NORMAL,141,2026-01-04T13:14:00.000Z
SEQM-000000045,SEQM,EBCI,NORMAL,60,2026-01-04T13:03:00.000Z
SEQM-000000046,SEQM,SPIM,NORMAL,26,2026-01-04T14:48:00.000Z
SEQM-000000047,SEQM,SBBR,NORMAL,32,2026-01-04T15:43:00.000Z
SEQM-000000048,SEQM,EKCH,NORMAL,178,2026-01-04T16:31:00.000Z
SEQM-000000050,SEQM,LOWW,NORMAL,172,2026-01-04T18:13:00.000Z
SEQM-000000051,SEQM,LBSF,NORMAL,296,2026-01-04T18:55:00.000Z
SEQM-000000052,SEQM,UBBB,NORMAL,183,2026-01-04T19:45:00.000Z
SEQM-000000053,SEQM,SKBO,NORMAL,96,2026-01-04T20:40:00.000Z
SEQM-000000054,SEQM,LDZA,URGENTE,242,2026-01-05T05:54:00.000Z
SEQM-000000055,SEQM,SKBO,URGENTE,287,2026-01-05T06:30:00.000Z
SEQM-000000056,SEQM,OYSN,NORMAL,306,2026-01-05T07:23:00.000Z
SEQM-000000057,SEQM,OOMS,NORMAL,187,2026-01-05T08:08:00.000Z
SEQM-000000058,SEQM,EKCH,NORMAL,236,2026-01-05T08:49:00.000Z
SEQM-000000059,SEQM,SCEL,NORMAL,106,2026-01-05T09:37:00.000Z
SEQM-000000060,SEQM,OAKB,NORMAL,189,2026-01-05T10:19:00.000Z
SEQM-000000061,SEQM,OSDI,NORMAL,164,2026-01-05T11:06:00.000Z
SEQM-000000062,SEQM,LOWW,NORMAL,161,2026-01-05T11:51:00.000Z
SEQM-000000063,SEQM,EBCI,NORMAL,162,2026-01-05T12:30:00.000Z
SEQM-000000064,SEQM,LDZA,NORMAL,255,2026-01-05T13:20:00.000Z
SEQM-000000065,SEQM,SVMI,NORMAL,311,2026-01-05T14:05:00.000Z
SEQM-000000066,SEQM,SKBO,NORMAL,117,2026-01-05T14:48:00.000Z
SEQM-000000067,SEQM,SUAA,NORMAL,8,2026-01-05T15:31:00.000Z
SEQM-000000068,SEQM,EKCH,NORMAL,170,2026-01-05T16:24:00.000Z
SEQM-000000069,SEQM,EHAM,NORMAL,154,2026-01-05T17:04:00.000Z
SEQM-000000070,SEQM,EKCH,NORMAL,78,2026-01-05T17:54:00.000Z
SEQM-000000072,SEQM,OAKB,NORMAL,60,2026-01-05T19:19:00.000Z
SEQM-000000073,SEQM,OSDI,NORMAL,193,2026-01-05T20:09:00.000Z
SEQM-000000074,SEQM,OJAI,NORMAL,261,2026-01-05T20:54:00.000Z
SEQM-000000075,SEQM,SLLP,NORMAL,116,2026-01-05T21:37:00.000Z
SEQM-000000076,SEQM,SCEL,URGENTE,116,2026-01-06T05:46:00.000Z
SEQM-000000077,SEQM,OAKB,URGENTE,59,2026-01-06T06:38:00.000Z
SEQM-000000079,SEQM,SABE,NORMAL,54,2026-01-06T08:07:00.000Z
SEQM-000000080,SEQM,OYSN,NORMAL,160,2026-01-06T08:49:00.000Z
SEQM-000000081,SEQM,LBSF,NORMAL,37,2026-01-06T09:38:00.000Z
SEQM-000000082,SEQM,EDDI,NORMAL,79,2026-01-06T10:17:00.000Z
SEQM-000000083,SEQM,SABE,NORMAL,2,2026-01-06T11:08:00.000Z
SEQM-000000084,SEQM,SUAA,NORMAL,149,2026-01-06T11:45:00.000Z
SEQM-000000085,SEQM,UMMS,NORMAL,190,2026-01-06T12:30:00.000Z
SEQM-000000086,SEQM,LOWW,NORMAL,90,2026-01-06T13:23:00.000Z
SEQM-000000087,SEQM,OOMS,NORMAL,50,2026-01-06T14:03:00.000Z
SEQM-000000088,SEQM,UBBB,NORMAL,261,2026-01-06T14:47:00.000Z
SEQM-000000089,SEQM,SABE,NORMAL,152,2026-01-06T15:32:00.000Z
SEQM-000000090,SEQM,EBCI,NORMAL,308,2026-01-06T16:18:00.000Z
SEQM-000000091,SEQM,OJAI,NORMAL,309,2026-01-06T17:01:00.000Z
SEQM-000000092,SEQM,OOMS,NORMAL,200,2026-01-06T17:45:00.000Z
SEQM-000000093,SEQM,SABE,NORMAL,129,2026-01-06T18:33:00.000Z
SEQM-000000094,SEQM,VIDP,NORMAL,204,2026-01-06T19:20:00.000Z
SEQM-000000095,SEQM,LOWW,NORMAL,295,2026-01-06T20:06:00.000Z
SEQM-000000096,SEQM,OAKB,NORMAL,224,2026-01-06T20:45:00.000Z
SEQM-000000097,SEQM,LOWW,NORMAL,169,2026-01-06T21:38:00.000Z
SVMI-000000001,SVMI,OJAI,URGENTE,164,2026-01-02T05:10:00.000Z
SVMI-000000002,SVMI,SPIM,URGENTE,119,2026-01-02T06:06:00.000Z
SVMI-000000003,SVMI,SGAS,URGENTE,73,2026-01-02T07:15:00.000Z
SVMI-000000004,SVMI,LBSF,URGENTE,77,2026-01-02T08:10:00.000Z
SVMI-000000005,SVMI,SKBO,URGENTE,226,2026-01-02T09:17:00.000Z
SVMI-000000006,SVMI,OPKC,URGENTE,278,2026-01-02T10:13:00.000Z
SVMI-000000007,SVMI,SEQM,URGENTE,58,2026-01-02T11:21:00.000Z
SVMI-000000008,SVMI,EKCH,URGENTE,233,2026-01-02T12:18:00.000Z
SVMI-000000009,SVMI,EDDI,URGENTE,38,2026-01-02T13:23:00.000Z
SVMI-000000010,SVMI,UBBB,URGENTE,260,2026-01-02T14:27:00.000Z
SVMI-000000011,SVMI,LDZA,NORMAL,199,2026-01-02T15:31:00.000Z
SVMI-000000013,SVMI,SCEL,NORMAL,30,2026-01-02T17:33:00.000Z
SVMI-000000014,SVMI,SEQM,URGENTE,146,2026-01-03T05:11:00.000Z
SVMI-000000015,SVMI,UBBB,URGENTE,275,2026-01-03T06:12:00.000Z
SVMI-000000016,SVMI,SLLP,URGENTE,109,2026-01-03T07:20:00.000Z
SVMI-000000017,SVMI,EKCH,URGENTE,166,2026-01-03T08:28:00.000Z
SVMI-000000018,SVMI,SLLP,URGENTE,120,2026-01-03T09:27:00.000Z
SVMI-000000019,SVMI,LKPR,URGENTE,150,2026-01-03T10:39:00.000Z
SVMI-000000020,SVMI,SEQM,URGENTE,229,2026-01-03T11:44:00.000Z
SVMI-000000021,SVMI,EKCH,URGENTE,54,2026-01-03T12:43:00.000Z
SVMI-000000022,SVMI,SCEL,URGENTE,87,2026-01-03T13:49:00.000Z
SVMI-000000023,SVMI,EDDI,URGENTE,173,2026-01-03T14:51:00.000Z
SVMI-000000024,SVMI,LDZA,URGENTE,129,2026-01-03T15:59:00.000Z
SVMI-000000025,SVMI,SGAS,NORMAL,87,2026-01-03T17:08:00.000Z
SVMI-000000026,SVMI,LBSF,URGENTE,26,2026-01-04T04:00:00.000Z
SVMI-000000027,SVMI,SLLP,URGENTE,257,2026-01-04T05:53:00.000Z
SVMI-000000028,SVMI,OSDI,URGENTE,320,2026-01-04T06:53:00.000Z
SVMI-000000029,SVMI,LDZA,URGENTE,266,2026-01-04T07:41:00.000Z
SVMI-000000030,SVMI,OSDI,URGENTE,132,2026-01-04T08:39:00.000Z
SVMI-000000031,SVMI,OOMS,URGENTE,23,2026-01-04T09:34:00.000Z
SVMI-000000032,SVMI,SUAA,URGENTE,326,2026-01-04T10:31:00.000Z
SVMI-000000033,SVMI,LDZA,URGENTE,269,2026-01-04T11:24:00.000Z
SVMI-000000034,SVMI,UBBB,NORMAL,17,2026-01-04T12:18:00.000Z
SVMI-000000035,SVMI,LDZA,NORMAL,182,2026-01-04T13:15:00.000Z
SVMI-000000036,SVMI,LKPR,NORMAL,127,2026-01-04T14:11:00.000Z
SVMI-000000037,SVMI,LDZA,NORMAL,309,2026-01-04T15:04:00.000Z
SVMI-000000038,SVMI,LDZA,NORMAL,234,2026-01-04T15:01:00.000Z
SVMI-000000039,SVMI,OPKC,NORMAL,195,2026-01-04T16:59:00.000Z
SVMI-000000040,SVMI,OOMS,NORMAL,33,2026-01-04T17:49:00.000Z
SVMI-000000041,SVMI,SLLP,NORMAL,29,2026-01-04T18:43:00.000Z
SVMI-000000042,SVMI,SPIM,URGENTE,202,2026-01-05T04:50:00.000Z
SVMI-000000044,SVMI,SLLP,NORMAL,147,2026-01-05T06:16:00.000Z
SVMI-000000045,SVMI,EKCH,NORMAL,204,2026-01-05T07:03:00.000Z
SVMI-000000046,SVMI,OAKB,NORMAL,105,2026-01-05T07:47:00.000Z
SVMI-000000047,SVMI,SBBR,NORMAL,226,2026-01-05T08:33:00.000Z
SVMI-000000048,SVMI,EKCH,NORMAL,280,2026-01-05T09:16:00.000Z
SVMI-000000049,SVMI,SKBO,NORMAL,277,2026-01-05T10:07:00.000Z
SVMI-000000050,SVMI,SABE,NORMAL,105,2026-01-05T10:45:00.000Z
SVMI-000000051,SVMI,SLLP,NORMAL,80,2026-01-05T11:35:00.000Z
SVMI-000000052,SVMI,UBBB,NORMAL,288,2026-01-05T12:23:00.000Z
SVMI-000000053,SVMI,EKCH,NORMAL,36,2026-01-05T13:04:00.000Z
SVMI-000000054,SVMI,SUAA,NORMAL,251,2026-01-05T13:54:00.000Z
SVMI-000000055,SVMI,LDZA,NORMAL,173,2026-01-05T14:34:00.000Z
SVMI-000000056,SVMI,EDDI,NORMAL,209,2026-01-05T15:18:00.000Z
SVMI-000000058,SVMI,OAKB,NORMAL,7,2026-01-05T16:46:00.000Z
SVMI-000000059,SVMI,SCEL,NORMAL,3,2026-01-05T17:31:00.000Z
SVMI-000000060,SVMI,SGAS,NORMAL,38,2026-01-05T18:17:00.000Z
SVMI-000000061,SVMI,SEQM,NORMAL,248,2026-01-05T19:00:00.000Z
SVMI-000000062,SVMI,OAKB,NORMAL,300,2026-01-05T19:52:00.000Z
SVMI-000000063,SVMI,OSDI,NORMAL,33,2026-01-05T20:39:00.000Z
SVMI-000000064,SVMI,OOMS,URGENTE,113,2026-01-06T04:49:00.000Z
SVMI-000000065,SVMI,EBCI,URGENTE,254,2026-01-06T05:43:00.000Z
SVMI-000000066,SVMI,SKBO,URGENTE,1,2026-01-06T06:30:00.000Z
SVMI-000000067,SVMI,OSDI,URGENTE,211,2026-01-06T07:16:00.000Z
SVMI-000000068,SVMI,SPIM,NORMAL,88,2026-01-06T08:09:00.000Z
SVMI-000000069,SVMI,OAKB,NORMAL,200,2026-01-06T08:48:00.000Z
SVMI-000000070,SVMI,EDDI,NORMAL,121,2026-01-06T09:41:00.000Z
SVMI-000000071,SVMI,SCEL,NORMAL,263,2026-01-06T10:31:00.000Z
SVMI-000000072,SVMI,SGAS,NORMAL,62,2026-01-06T11:19:00.000Z
SVMI-000000073,SVMI,OAKB,NORMAL,57,2026-01-06T12:00:00.000Z
SVMI-000000075,SVMI,SPIM,NORMAL,1,2026-01-06T13:42:00.000Z
SVMI-000000076,SVMI,OYSN,NORMAL,247,2026-01-06T14:32:00.000Z
SVMI-000000077,SVMI,EKCH,NORMAL,315,2026-01-06T15:19:00.000Z
SVMI-000000079,SVMI,SCEL,NORMAL,325,2026-01-06T16:52:00.000Z
SVMI-000000080,SVMI,SPIM,NORMAL,69,2026-01-06T17:37:00.000Z
SVMI-000000081,SVMI,OYSN,NORMAL,211,2026-01-06T18:24:00.000Z
SVMI-000000082,SVMI,OSDI,NORMAL,179,2026-01-06T19:19:00.000Z
SVMI-000000083,SVMI,SBBR,NORMAL,321,2026-01-06T20:01:00.000Z
SBBR-000000001,SBBR,EHAM,URGENTE,96,2026-01-02T04:16:00.000Z
SBBR-000000002,SBBR,OAKB,URGENTE,121,2026-01-02T05:37:00.000Z
SBBR-000000003,SBBR,SCEL,URGENTE,105,2026-01-02T06:52:00.000Z
SBBR-000000004,SBBR,OJAI,URGENTE,253,2026-01-02T08:01:00.000Z
SBBR-000000005,SBBR,SEQM,URGENTE,213,2026-01-02T09:21:00.000Z
SBBR-000000006,SBBR,OOMS,URGENTE,144,2026-01-02T10:33:00.000Z
SBBR-000000007,SBBR,OOMS,URGENTE,242,2026-01-02T11:48:00.000Z
SBBR-000000008,SBBR,OYSN,URGENTE,267,2026-01-02T13:07:00.000Z
SBBR-000000009,SBBR,SPIM,NORMAL,209,2026-01-02T14:22:00.000Z
SBBR-000000010,SBBR,SLLP,URGENTE,128,2026-01-03T03:57:00.000Z
SBBR-000000011,SBBR,SCEL,URGENTE,68,2026-01-03T04:49:00.000Z
SBBR-000000012,SBBR,SPIM,URGENTE,192,2026-01-03T05:47:00.000Z
SBBR-000000013,SBBR,EDDI,URGENTE,314,2026-01-03T06:37:00.000Z
SBBR-000000014,SBBR,LKPR,URGENTE,68,2026-01-03T07:26:00.000Z
SBBR-000000015,SBBR,EBCI,URGENTE,257,2026-01-03T08:25:00.000Z
SBBR-000000016,SBBR,LDZA,NORMAL,35,2026-01-03T09:12:00.000Z
SBBR-000000017,SBBR,SEQM,NORMAL,298,2026-01-03T10:08:00.000Z
SBBR-000000018,SBBR,UMMS,NORMAL,165,2026-01-03T10:03:00.000Z
SBBR-000000019,SBBR,OPKC,NORMAL,147,2026-01-03T11:52:00.000Z
SBBR-000000020,SBBR,SVMI,NORMAL,106,2026-01-03T12:47:00.000Z
SBBR-000000021,SBBR,OAKB,NORMAL,38,2026-01-03T13:43:00.000Z
SBBR-000000022,SBBR,EHAM,NORMAL,1,2026-01-03T14:35:00.000Z
SBBR-000000023,SBBR,LKPR,NORMAL,168,2026-01-03T15:28:00.000Z
SBBR-000000024,SBBR,SVMI,NORMAL,146,2026-01-03T16:19:00.000Z
SBBR-000000025,SBBR,EKCH,NORMAL,187,2026-01-03T17:10:00.000Z
SBBR-000000026,SBBR,VIDP,NORMAL,38,2026-01-03T18:01:00.000Z
SBBR-000000027,SBBR,EKCH,URGENTE,26,2026-01-04T04:20:00.000Z
SBBR-000000028,SBBR,OOMS,URGENTE,173,2026-01-04T05:36:00.000Z
SBBR-000000030,SBBR,SPIM,URGENTE,150,2026-01-04T08:00:00.000Z
SBBR-000000031,SBBR,EBCI,URGENTE,253,2026-01-04T09:17:00.000Z
SBBR-000000032,SBBR,LDZA,URGENTE,263,2026-01-04T10:32:00.000Z
SBBR-000000033,SBBR,OJAI,URGENTE,44,2026-01-04T11:51:00.000Z
SBBR-000000034,SBBR,OAKB,URGENTE,300,2026-01-04T13:07:00.000Z
SBBR-000000035,SBBR,EKCH,NORMAL,70,2026-01-04T14:24:00.000Z
SBBR-000000036,SBBR,UMMS,URGENTE,141,2026-01-05T04:20:00.000Z
SBBR-000000038,SBBR,SVMI,URGENTE,229,2026-01-05T06:54:00.000Z
SBBR-000000039,SBBR,LDZA,URGENTE,114,2026-01-05T08:09:00.000Z
SBBR-000000040,SBBR,LBSF,URGENTE,286,2026-01-05T09:20:00.000Z
SBBR-000000041,SBBR,SVMI,URGENTE,191,2026-01-05T10:34:00.000Z
SBBR-000000042,SBBR,SVMI,URGENTE,51,2026-01-05T11:53:00.000Z
SBBR-000000043,SBBR,SKBO,URGENTE,279,2026-01-05T13:08:00.000Z
SBBR-000000044,SBBR,LDZA,NORMAL,297,2026-01-05T14:22:00.000Z
SBBR-000000045,SBBR,SLLP,URGENTE,269,2026-01-06T03:48:00.000Z
SBBR-000000046,SBBR,SUAA,URGENTE,16,2026-01-06T04:38:00.000Z
SBBR-000000048,SBBR,OYSN,NORMAL,323,2026-01-06T06:05:00.000Z
SBBR-000000049,SBBR,SUAA,NORMAL,120,2026-01-06T06:51:00.000Z
SBBR-000000050,SBBR,SKBO,NORMAL,236,2026-01-06T07:38:00.000Z
SBBR-000000051,SBBR,EHAM,NORMAL,180,2026-01-06T08:23:00.000Z
SBBR-000000052,SBBR,EHAM,NORMAL,104,2026-01-06T09:07:00.000Z
SBBR-000000053,SBBR,OOMS,NORMAL,27,2026-01-06T09:48:00.000Z
SBBR-000000054,SBBR,VIDP,NORMAL,262,2026-01-06T10:32:00.000Z
SBBR-000000055,SBBR,LDZA,NORMAL,195,2026-01-06T11:19:00.000Z
SBBR-000000056,SBBR,SVMI,NORMAL,252,2026-01-06T12:08:00.000Z
SBBR-000000057,SBBR,LOWW,NORMAL,201,2026-01-06T12:47:00.000Z
SBBR-000000059,SBBR,OJAI,NORMAL,272,2026-01-06T14:21:00.000Z
