idEnvio,iataOrigen,iataDestino,tipoPaquete,cantidadMaletas,horaDisponibilidadUtc
000035881,EBCI,LKPR,NORMAL,1,2027-01-08T04:27:00.000Z
000035882,EBCI,UBBB,NORMAL,1,2027-01-08T04:32:00.000Z
000035883,EBCI,SBBR,NORMAL,1,2027-01-08T04:36:00.000Z
000035884,EBCI,LOWW,NORMAL,1,2027-01-08T04:37:00.000Z
000035885,EBCI,SGAS,NORMAL,1,2027-01-08T04:41:00.000Z
000035886,EBCI,EDDI,NORMAL,1,2027-01-08T04:53:00.000Z
000035887,EBCI,SEQM,NORMAL,1,2027-01-08T04:49:00.000Z
000035888,EBCI,OPKC,NORMAL,1,2027-01-08T04:53:00.000Z
000035889,EBCI,SVMI,NORMAL,1,2027-01-08T04:02:00.000Z
000035890,EBCI,SPIM,NORMAL,1,2027-01-08T05:02:00.000Z
000035891,EBCI,OAKB,NORMAL,1,2027-01-08T05:04:00.000Z
000035892,EBCI,OMDB,NORMAL,1,2027-01-08T05:09:00.000Z
000035893,EBCI,UBBB,NORMAL,1,2027-01-08T05:12:00.000Z
000035894,EBCI,OOMS,NORMAL,1,2027-01-08T05:16:00.000Z
000035895,EBCI,EDDI,NORMAL,1,2027-01-08T05:29:00.000Z
000035896,EBCI,OSDI,NORMAL,1,2027-01-08T05:28:00.000Z
000035897,EBCI,UBBB,NORMAL,1,2027-01-08T05:35:00.000Z
000035898,EBCI,SGAS,NORMAL,1,2027-01-08T05:32:00.000Z
000035899,EBCI,SPIM,NORMAL,1,2027-01-08T05:41:00.000Z
000035900,EBCI,SUAA,NORMAL,1,2027-01-08T05:42:00.000Z
000035901,EBCI,SLLP,NORMAL,1,2027-01-08T05:45:00.000Z
000035902,EBCI,SEQM,NORMAL,1,2027-01-08T05:48:00.000Z
000035903,EBCI,SUAA,NORMAL,1,2027-01-08T05:56:00.000Z
000035904,EBCI,SKBO,NORMAL,1,2027-01-08T05:03:00.000Z
000035905,EBCI,LBSF,NORMAL,1,2027-01-08T06:01:00.000Z
000035906,EBCI,SKBO,NORMAL,1,2027-01-08T06:08:00.000Z
000035907,EBCI,SABE,NORMAL,1,2027-01-08T06:11:00.000Z
000035908,EBCI,LOWW,NORMAL,1,2027-01-08T06:16:00.000Z
000035909,EBCI,SLLP,NORMAL,1,2027-01-08T06:20:00.000Z
000035910,EBCI,OERK,NORMAL,1,2027-01-08T06:23:00.000Z
000035911,EBCI,LATI,NORMAL,1,2027-01-08T06:31:00.000Z
000035912,EBCI,OJAI,NORMAL,1,2027-01-08T06:28:00.000Z
000035913,EBCI,SGAS,NORMAL,1,2027-01-08T06:41:00.000Z
000035914,EBCI,SBBR,NORMAL,1,2027-01-08T06:38:00.000Z
000035915,EBCI,OYSN,NORMAL,1,2027-01-08T06:41:00.000Z
000035916,EBCI,OMDB,NORMAL,1,2027-01-08T06:47:00.000Z
000035917,EBCI,VIDP,NORMAL,1,2027-01-08T06:53:00.000Z
000035918,EBCI,OOMS,NORMAL,1,2027-01-08T06:57:00.000Z
000035919,EBCI,LKPR,NORMAL,1,2027-01-08T06:58:00.000Z
000035920,EBCI,OERK,NORMAL,1,2027-01-08T07:01:00.000Z
000035921,EBCI,SABE,NORMAL,1,2027-01-08T07:05:00.000Z
000035922,EBCI,SABE,NORMAL,1,2027-01-08T07:15:00.000Z
000035923,EBCI,SKBO,NORMAL,1,2027-01-08T07:20:00.000Z
000035924,EBCI,VIDP,NORMAL,1,2027-01-08T07:16:00.000Z
000035925,EBCI,VIDP,NORMAL,1,2027-01-08T07:21:00.000Z
000035926,EBCI,SKBO,NORMAL,1,2027-01-08T07:32:00.000Z
000035927,EBCI,SGAS,NORMAL,1,2027-01-08T07:32:00.000Z
000035928,EBCI,VIDP,NORMAL,1,2027-01-08T07:39:00.000Z
000035929,EBCI,OMDB,NORMAL,1,2027-01-08T07:36:00.000Z
000035930,EBCI,EKCH,NORMAL,1,2027-01-08T07:40:00.000Z
000035931,EBCI,UBBB,NORMAL,1,2027-01-08T07:46:00.000Z
000035932,EBCI,EDDI,NORMAL,1,2027-01-08T07:48:00.000Z
000035933,EBCI,SGAS,NORMAL,1,2027-01-08T07:55:00.000Z
000035934,EBCI,SVMI,NORMAL,1,2027-01-08T07:05:00.000Z
000035935,EBCI,EKCH,NORMAL,1,2027-01-08T08:00:00.000Z
000035936,EBCI,SLLP,NORMAL,1,2027-01-08T08:07:00.000Z
000035937,EBCI,OMDB,NORMAL,1,2027-01-08T08:16:00.000Z
000035938,EBCI,SLLP,NORMAL,1,2027-01-08T08:18:00.000Z
000035939,EBCI,OERK,NORMAL,1,2027-01-08T08:19:00.000Z
000035940,EBCI,OYSN,NORMAL,1,2027-01-08T08:22:00.000Z
000035941,EBCI,EHAM,NORMAL,1,2027-01-08T08:27:00.000Z
000035942,EBCI,SCEL,NORMAL,1,2027-01-08T08:37:00.000Z
000035943,EBCI,SUAA,NORMAL,1,2027-01-08T08:38:00.000Z
000035944,EBCI,SBBR,NORMAL,1,2027-01-08T08:40:00.000Z
000035945,EBCI,OOMS,NORMAL,1,2027-01-08T08:41:00.000Z
000035946,EBCI,SCEL,NORMAL,1,2027-01-08T08:46:00.000Z
000035947,EBCI,LKPR,NORMAL,1,2027-01-08T08:49:00.000Z
000035948,EBCI,SUAA,NORMAL,1,2027-01-08T08:58:00.000Z
000035949,EBCI,SGAS,NORMAL,1,2027-01-08T08:58:00.000Z
000035950,EBCI,OYSN,NORMAL,1,2027-01-08T09:04:00.000Z
000035951,EBCI,UMMS,NORMAL,1,2027-01-08T09:07:00.000Z
000035952,EBCI,LOWW,NORMAL,1,2027-01-08T09:17:00.000Z
000035953,EBCI,OYSN,NORMAL,1,2027-01-08T09:17:00.000Z
000035954,EBCI,SLLP,NORMAL,1,2027-01-08T09:22:00.000Z
000035955,EBCI,SVMI,NORMAL,1,2027-01-08T09:24:00.000Z
000035956,EBCI,SCEL,NORMAL,1,2027-01-08T09:31:00.000Z
000035957,EBCI,OYSN,NORMAL,1,2027-01-08T09:35:00.000Z
000035958,EBCI,LATI,NORMAL,1,2027-01-08T09:40:00.000Z
000035959,EBCI,SBBR,NORMAL,1,2027-01-08T09:41:00.000Z
000035960,EBCI,LATI,NORMAL,1,2027-01-08T09:46:00.000Z
000035961,EBCI,OMDB,NORMAL,1,2027-01-08T09:50:00.000Z
000035962,EBCI,SPIM,NORMAL,1,2027-01-08T09:52:00.000Z
000035963,EBCI,LOWW,NORMAL,1,2027-01-08T09:54:00.000Z
000035964,EBCI,LOWW,NORMAL,1,2027-01-08T09:03:00.000Z
000035965,EBCI,OERK,NORMAL,1,2027-01-08T10:07:00.000Z
000035966,EBCI,SKBO,NORMAL,1,2027-01-08T10:06:00.000Z
000035967,EBCI,EKCH,NORMAL,1,2027-01-08T10:15:00.000Z
000035968,EBCI,SVMI,NORMAL,1,2027-01-08T10:16:00.000Z
000035969,EBCI,OMDB,NORMAL,1,2027-01-08T10:16:00.000Z
000035970,EBCI,SCEL,NORMAL,1,2027-01-08T10:24:00.000Z
000035971,EBCI,SKBO,NORMAL,1,2027-01-08T10:30:00.000Z
000035972,EBCI,OERK,NORMAL,1,2027-01-08T10:34:00.000Z
000035973,EBCI,EDDI,NORMAL,1,2027-01-08T10:41:00.000Z
000035974,EBCI,OYSN,NORMAL,1,2027-01-08T10:44:00.000Z
000035975,EBCI,SBBR,NORMAL,1,2027-01-08T10:43:00.000Z
000035976,EBCI,EHAM,NORMAL,1,2027-01-08T10:44:00.000Z
000035977,EBCI,SPIM,NORMAL,1,2027-01-08T10:54:00.000Z
000035978,EBCI,SGAS,NORMAL,1,2027-01-08T10:59:00.000Z
000035979,EBCI,OPKC,NORMAL,1,2027-01-08T10:02:00.000Z
000035980,EBCI,UBBB,NORMAL,1,2027-01-08T11:09:00.000Z
000035981,EBCI,OMDB,NORMAL,1,2027-01-08T11:04:00.000Z
000035982,EBCI,EDDI,NORMAL,1,2027-01-08T11:16:00.000Z
000035983,EBCI,SVMI,NORMAL,1,2027-01-08T11:18:00.000Z
000035984,EBCI,OMDB,NORMAL,1,2027-01-08T11:22:00.000Z
000035985,EBCI,OJAI,NORMAL,1,2027-01-08T11:27:00.000Z
000035986,EBCI,SLLP,NORMAL,1,2027-01-08T11:24:00.000Z
000035987,EBCI,LDZA,NORMAL,1,2027-01-08T11:35:00.000Z
000035988,EBCI,LDZA,NORMAL,1,2027-01-08T11:41:00.000Z
000035989,EBCI,OSDI,NORMAL,1,2027-01-08T11:39:00.000Z
000035990,EBCI,SKBO,NORMAL,1,2027-01-08T11:45:00.000Z
000035991,EBCI,EDDI,NORMAL,1,2027-01-08T11:46:00.000Z
000035992,EBCI,SUAA,NORMAL,1,2027-01-08T11:55:00.000Z
000035993,EBCI,SCEL,NORMAL,1,2027-01-08T11:56:00.000Z
000035994,EBCI,LDZA,NORMAL,1,2027-01-08T11:04:00.000Z
000035995,EBCI,LKPR,NORMAL,1,2027-01-08T12:04:00.000Z
000035996,EBCI,LKPR,NORMAL,1,2027-01-08T12:06:00.000Z
000035997,EBCI,OOMS,NORMAL,1,2027-01-08T12:09:00.000Z
000035998,EBCI,SPIM,NORMAL,1,2027-01-08T12:15:00.000Z
000035999,EBCI,UBBB,NORMAL,1,2027-01-08T12:19:00.000Z
000036000,EBCI,OPKC,NORMAL,1,2027-01-08T12:27:00.000Z
000036001,EBCI,SBBR,NORMAL,1,2027-01-08T12:25:00.000Z
000036002,EBCI,LATI,NORMAL,1,2027-01-08T12:28:00.000Z
000036003,EBCI,LKPR,NORMAL,1,2027-01-08T12:36:00.000Z
000036004,EBCI,EDDI,NORMAL,1,2027-01-08T12:39:00.000Z
000036005,EBCI,SBBR,NORMAL,1,2027-01-08T12:47:00.000Z
000036006,EBCI,SEQM,NORMAL,1,2027-01-08T12:48:00.000Z
000036007,EBCI,OYSN,NORMAL,1,2027-01-08T12:53:00.000Z
000036008,EBCI,SABE,NORMAL,1,2027-01-08T12:01:00.000Z
000036009,EBCI,SKBO,NORMAL,1,2027-01-08T12:03:00.000Z
000036010,EBCI,SCEL,NORMAL,1,2027-01-08T13:04:00.000Z
000036011,EBCI,LBSF,NORMAL,1,2027-01-08T13:11:00.000Z
000036012,EBCI,OSDI,NORMAL,1,2027-01-08T13:10:00.000Z
000036013,EBCI,SGAS,NORMAL,1,2027-01-08T13:16:00.000Z
000036014,EBCI,SGAS,NORMAL,1,2027-01-08T13:22:00.000Z
000036015,EBCI,OMDB,NORMAL,1,2027-01-08T13:26:00.000Z
000036016,EBCI,EKCH,NORMAL,1,2027-01-08T13:25:00.000Z
000036017,EBCI,OAKB,NORMAL,1,2027-01-08T13:31:00.000Z
000036018,EBCI,OAKB,NORMAL,1,2027-01-08T13:39:00.000Z
000036019,EBCI,UMMS,NORMAL,1,2027-01-08T13:43:00.000Z
000036020,EBCI,VIDP,NORMAL,1,2027-01-08T13:49:00.000Z
000036021,EBCI,UMMS,NORMAL,1,2027-01-08T13:48:00.000Z
000036022,EBCI,SBBR,NORMAL,1,2027-01-08T13:50:00.000Z
000036023,EBCI,SGAS,NORMAL,1,2027-01-08T13:56:00.000Z
000036024,EBCI,OPKC,NORMAL,1,2027-01-08T13:59:00.000Z
000036025,EBCI,LDZA,NORMAL,1,2027-01-08T14:01:00.000Z
000036026,EBCI,OAKB,NORMAL,1,2027-01-08T14:13:00.000Z
000036027,EBCI,OSDI,NORMAL,1,2027-01-08T14:12:00.000Z
000036028,EBCI,EKCH,NORMAL,1,2027-01-08T14:16:00.000Z
000036029,EBCI,VIDP,NORMAL,1,2027-01-08T14:25:00.000Z
000036030,EBCI,SLLP,NORMAL,1,2027-01-08T14:26:00.000Z
000036031,EBCI,OERK,NORMAL,1,2027-01-08T14:32:00.000Z
000036032,EBCI,LATI,NORMAL,1,2027-01-08T14:31:00.000Z
000036033,EBCI,VIDP,NORMAL,1,2027-01-08T14:37:00.000Z
000036034,EBCI,SVMI,NORMAL,1,2027-01-08T14:45:00.000Z
000036035,EBCI,EDDI,NORMAL,1,2027-01-08T14:40:00.000Z
000036036,EBCI,SEQM,NORMAL,1,2027-01-08T14:45:00.000Z
000036037,EBCI,SKBO,NORMAL,1,2027-01-08T14:55:00.000Z
000036038,EBCI,EDDI,NORMAL,1,2027-01-08T14:00:00.000Z
000036039,EBCI,SEQM,NORMAL,1,2027-01-08T14:04:00.000Z
000036040,EBCI,SUAA,NORMAL,1,2027-01-08T15:09:00.000Z
000036041,EBCI,OAKB,NORMAL,1,2027-01-08T15:07:00.000Z
000036042,EBCI,OOMS,NORMAL,1,2027-01-08T15:13:00.000Z
000036043,EBCI,UMMS,NORMAL,1,2027-01-08T15:21:00.000Z
000036044,EBCI,OOMS,NORMAL,1,2027-01-08T15:22:00.000Z
000036045,EBCI,OYSN,NORMAL,1,2027-01-08T15:27:00.000Z
000036046,EBCI,LOWW,NORMAL,1,2027-01-08T15:25:00.000Z
000036047,EBCI,SKBO,NORMAL,1,2027-01-08T15:36:00.000Z
000036048,EBCI,OPKC,NORMAL,1,2027-01-08T15:38:00.000Z
000036049,EBCI,OJAI,NORMAL,1,2027-01-08T15:43:00.000Z
000036050,EBCI,EHAM,NORMAL,1,2027-01-08T15:43:00.000Z
000036051,EBCI,SKBO,NORMAL,1,2027-01-08T15:52:00.000Z
000036052,EBCI,SEQM,NORMAL,1,2027-01-08T15:48:00.000Z
000036053,EBCI,OPKC,NORMAL,1,2027-01-08T15:01:00.000Z
000036054,EBCI,OAKB,NORMAL,1,2027-01-08T15:58:00.000Z
000036055,EBCI,LOWW,NORMAL,1,2027-01-08T16:05:00.000Z
000036056,EBCI,SVMI,NORMAL,1,2027-01-08T16:05:00.000Z
000036057,EBCI,SUAA,NORMAL,1,2027-01-08T16:10:00.000Z
000036058,EBCI,LKPR,NORMAL,1,2027-01-08T16:16:00.000Z
000036059,EBCI,LDZA,NORMAL,1,2027-01-08T16:25:00.000Z
000036060,EBCI,OSDI,NORMAL,1,2027-01-08T16:21:00.000Z
000036061,EBCI,OMDB,NORMAL,1,2027-01-08T16:31:00.000Z
000036062,EBCI,OAKB,NORMAL,1,2027-01-08T16:32:00.000Z
000036063,EBCI,OMDB,NORMAL,1,2027-01-08T16:33:00.000Z
000036064,EBCI,OYSN,NORMAL,1,2027-01-08T16:38:00.000Z
000036065,EBCI,EKCH,NORMAL,1,2027-01-08T16:47:00.000Z
000036066,EBCI,UBBB,NORMAL,1,2027-01-08T16:44:00.000Z
000036067,EBCI,OMDB,NORMAL,1,2027-01-08T16:56:00.000Z
000036068,EBCI,SPIM,NORMAL,1,2027-01-08T16:59:00.000Z
000036069,EBCI,OPKC,NORMAL,1,2027-01-08T16:05:00.000Z
000036070,EBCI,SEQM,NORMAL,1,2027-01-08T17:03:00.000Z
000036071,EBCI,OYSN,NORMAL,1,2027-01-08T17:09:00.000Z
000036072,EBCI,OOMS,NORMAL,1,2027-01-08T17:12:00.000Z
000036073,EBCI,OJAI,NORMAL,1,2027-01-08T17:20:00.000Z
000036074,EBCI,OAKB,NORMAL,1,2027-01-08T17:22:00.000Z
000036075,EBCI,SGAS,NORMAL,1,2027-01-08T17:24:00.000Z
000036076,EBCI,OOMS,NORMAL,1,2027-01-08T17:32:00.000Z
000036077,EBCI,EHAM,NORMAL,1,2027-01-08T17:29:00.000Z
000036078,EBCI,LBSF,NORMAL,1,2027-01-08T17:34:00.000Z
000036079,EBCI,OJAI,NORMAL,1,2027-01-08T17:36:00.000Z
000036080,EBCI,LDZA,NORMAL,1,2027-01-08T17:46:00.000Z
000036081,EBCI,EKCH,NORMAL,1,2027-01-08T17:51:00.000Z
000036082,EBCI,OYSN,NORMAL,1,2027-01-08T17:57:00.000Z
000036083,EBCI,VIDP,NORMAL,1,2027-01-08T17:52:00.000Z
000036084,EBCI,LBSF,NORMAL,1,2027-01-08T17:04:00.000Z
000036085,EBCI,UBBB,NORMAL,1,2027-01-08T18:05:00.000Z
000036086,EBCI,OYSN,NORMAL,1,2027-01-08T18:06:00.000Z
000036087,EBCI,SVMI,NORMAL,1,2027-01-08T18:15:00.000Z
000036088,EBCI,OMDB,NORMAL,1,2027-01-08T18:20:00.000Z
000036089,EBCI,LATI,NORMAL,1,2027-01-08T18:17:00.000Z
000036090,EBCI,VIDP,NORMAL,1,2027-01-08T18:27:00.000Z
000036091,EBCI,OSDI,NORMAL,1,2027-01-08T18:29:00.000Z
000036092,EBCI,OMDB,NORMAL,1,2027-01-08T18:32:00.000Z
000036093,EBCI,SCEL,NORMAL,1,2027-01-08T18:38:00.000Z
000036094,EBCI,LBSF,NORMAL,1,2027-01-08T18:45:00.000Z
000036095,EBCI,SGAS,NORMAL,1,2027-01-08T18:46:00.000Z
000036096,EBCI,SLLP,NORMAL,1,2027-01-08T18:49:00.000Z
000036097,EBCI,EHAM,NORMAL,1,2027-01-08T18:56:00.000Z
000036098,EBCI,SCEL,NORMAL,1,2027-01-08T18:53:00.000Z
000036099,EBCI,EKCH,NORMAL,1,2027-01-08T18:05:00.000Z
000036100,EBCI,SLLP,NORMAL,1,2027-01-08T19:03:00.000Z
000036101,EBCI,LBSF,NORMAL,1,2027-01-08T19:05:00.000Z
000036102,EBCI,UMMS,NORMAL,1,2027-01-08T19:13:00.000Z
000036103,EBCI,LDZA,NORMAL,1,2027-01-08T19:19:00.000Z
000036104,EBCI,OJAI,NORMAL,1,2027-01-08T19:24:00.000Z
000036105,EBCI,UMMS,NORMAL,1,2027-01-08T19:24:00.000Z
000036106,EBCI,OPKC,NORMAL,1,2027-01-08T19:28:00.000Z
000036107,EBCI,OERK,NORMAL,1,2027-01-08T19:28:00.000Z
000036108,EBCI,OYSN,NORMAL,1,2027-01-08T19:33:00.000Z
000036109,EBCI,SVMI,NORMAL,1,2027-01-08T19:41:00.000Z
000036110,EBCI,UMMS,NORMAL,1,2027-01-08T19:49:00.000Z
000036111,EBCI,UMMS,NORMAL,1,2027-01-08T19:51:00.000Z
000036112,EBCI,VIDP,NORMAL,1,2027-01-08T19:54:00.000Z
000036113,EBCI,SVMI,NORMAL,1,2027-01-08T19:53:00.000Z
000036114,EBCI,SVMI,NORMAL,1,2027-01-08T19:05:00.000Z
000036115,EBCI,SUAA,NORMAL,1,2027-01-08T20:03:00.000Z
000036116,EBCI,OMDB,NORMAL,1,2027-01-08T20:07:00.000Z
000036117,EBCI,LBSF,NORMAL,1,2027-01-08T20:08:00.000Z
000036118,EBCI,OOMS,NORMAL,1,2027-01-08T20:13:00.000Z
000036119,EBCI,LATI,NORMAL,1,2027-01-08T20:20:00.000Z
000036120,EBCI,LDZA,NORMAL,1,2027-01-08T20:22:00.000Z
000036121,EBCI,VIDP,NORMAL,1,2027-01-08T20:32:00.000Z
000036122,EBCI,SVMI,NORMAL,1,2027-01-08T20:35:00.000Z
000036123,EBCI,SVMI,NORMAL,1,2027-01-08T20:38:00.000Z
000036124,EBCI,SABE,NORMAL,1,2027-01-08T20:43:00.000Z
000036125,EBCI,SGAS,NORMAL,1,2027-01-08T20:48:00.000Z
000036126,EBCI,OAKB,NORMAL,1,2027-01-08T20:49:00.000Z
000036127,EBCI,UMMS,NORMAL,1,2027-01-08T20:49:00.000Z
000036128,EBCI,OOMS,NORMAL,1,2027-01-08T20:57:00.000Z
000036129,EBCI,OSDI,NORMAL,1,2027-01-08T20:57:00.000Z
000036130,EBCI,LBSF,NORMAL,1,2027-01-08T21:07:00.000Z
000036131,EBCI,EKCH,NORMAL,1,2027-01-08T21:13:00.000Z
000036132,EBCI,SUAA,NORMAL,1,2027-01-08T21:12:00.000Z
000036133,EBCI,LBSF,NORMAL,1,2027-01-08T21:21:00.000Z
000036134,EBCI,OJAI,NORMAL,1,2027-01-08T21:18:00.000Z
000036135,EBCI,EKCH,NORMAL,1,2027-01-08T21:26:00.000Z
000036136,EBCI,UMMS,NORMAL,1,2027-01-08T21:28:00.000Z
000036137,EBCI,UMMS,NORMAL,1,2027-01-08T21:34:00.000Z
000036138,EBCI,LOWW,NORMAL,1,2027-01-08T21:34:00.000Z
000036139,EBCI,SBBR,NORMAL,1,2027-01-08T21:41:00.000Z
000036140,EBCI,EDDI,NORMAL,1,2027-01-08T21:47:00.000Z
000036141,EBCI,OOMS,NORMAL,1,2027-01-08T21:51:00.000Z
000036142,EBCI,OJAI,NORMAL,1,2027-01-08T21:50:00.000Z
000036143,EBCI,SEQM,NORMAL,1,2027-01-08T21:59:00.000Z
000036144,EBCI,EDDI,NORMAL,1,2027-01-08T21:03:00.000Z
000036145,EBCI,LATI,NORMAL,1,2027-01-08T22:06:00.000Z
000036146,EBCI,EDDI,NORMAL,1,2027-01-08T22:07:00.000Z
000036147,EBCI,LBSF,NORMAL,1,2027-01-08T22:15:00.000Z
000036148,EBCI,SGAS,NORMAL,1,2027-01-08T22:15:00.000Z
000036149,EBCI,LDZA,NORMAL,1,2027-01-08T22:23:00.000Z
000036150,EBCI,LATI,NORMAL,1,2027-01-08T22:27:00.000Z
000036151,EBCI,SEQM,NORMAL,1,2027-01-08T22:33:00.000Z
000036152,EBCI,OERK,NORMAL,1,2027-01-08T22:30:00.000Z
000036153,EBCI,OAKB,NORMAL,1,2027-01-08T22:32:00.000Z
000036154,EBCI,LOWW,NORMAL,1,2027-01-08T22:41:00.000Z
000036155,EBCI,LOWW,NORMAL,1,2027-01-08T22:41:00.000Z
000036156,EBCI,SGAS,NORMAL,1,2027-01-08T22:49:00.000Z
000036157,EBCI,LKPR,NORMAL,1,2027-01-08T22:57:00.000Z
000036158,EBCI,OOMS,NORMAL,1,2027-01-08T22:55:00.000Z
000036159,EBCI,SKBO,NORMAL,1,2027-01-08T22:04:00.000Z
000036160,EBCI,OJAI,NORMAL,1,2027-01-08T23:08:00.000Z
000036161,EBCI,OYSN,NORMAL,1,2027-01-08T23:05:00.000Z
000036607,EDDI,VIDP,NORMAL,6,2027-01-08T00:24:00.000Z
000036608,EDDI,EBCI,NORMAL,6,2027-01-08T00:39:00.000Z
000036609,EDDI,OYSN,NORMAL,6,2027-01-08T00:57:00.000Z
000036610,EDDI,OPKC,NORMAL,6,2027-01-08T01:17:00.000Z
000036611,EDDI,SBBR,NORMAL,6,2027-01-08T01:40:00.000Z
000036612,EDDI,OOMS,NORMAL,6,2027-01-08T01:02:00.000Z
000036613,EDDI,OPKC,NORMAL,6,2027-01-08T02:13:00.000Z
000036614,EDDI,SKBO,NORMAL,6,2027-01-08T02:36:00.000Z
000036615,EDDI,SBBR,NORMAL,6,2027-01-08T02:58:00.000Z
000036616,EDDI,LBSF,NORMAL,6,2027-01-08T03:10:00.000Z
000036617,EDDI,OJAI,NORMAL,6,2027-01-08T03:30:00.000Z
