idEnvio,iataOrigen,iataDestino,tipoPaquete,cantidadMaletas,horaDisponibilidadUtc
SEQM-000000044,SEQM,LBSF,NORMAL,141,2026-01-04T13:14:00.000Z
SEQM-000000045,SEQM,EBCI,NORMAL,60,2026-01-04T13:03:00.000Z
SEQM-000000046,SEQM,SPIM,NORMAL,26,2026-01-04T14:48:00.000Z
SEQM-000000047,SEQM,SBBR,NORMAL,32,2026-01-04T15:43:00.000Z
SEQM-000000048,SEQM,EKCH,NORMAL,178,2026-01-04T16:31:00.000Z
SEQM-000000050,SEQM,LOWW,NORMAL,172,2026-01-04T18:13:00.000Z
SEQM-000000051,SEQM,LBSF,NORMAL,296,2026-01-04T18:55:00.000Z
SEQM-000000052,SEQM,UBBB,NORMAL,183,2026-01-04T19:45:00.000Z
SEQM-000000053,SEQM,SKBO,NORMAL,96,2026-01-04T20:40:00.000Z
SVMI-000000001,SVMI,OJAI,URGENTE,164,2026-01-02T05:10:00.000Z
SVMI-000000002,SVMI,SPIM,URGENTE,119,2026-01-02T06:06:00.000Z
SVMI-000000003,SVMI,SGAS,URGENTE,73,2026-01-02T07:15:00.000Z
SVMI-000000004,SVMI,LBSF,URGENTE,77,2026-01-02T08:10:00.000Z
SVMI-000000005,SVMI,SKBO,URGENTE,226,2026-01-02T09:17:00.000Z
SVMI-000000006,SVMI,OPKC,URGENTE,278,2026-01-02T10:13:00.000Z
SVMI-000000007,SVMI,SEQM,URGENTE,58,2026-01-02T11:21:00.000Z
SVMI-000000008,SVMI,EKCH,URGENTE,233,2026-01-02T12:18:00.000Z
SVMI-000000009,SVMI,EDDI,URGENTE,38,2026-01-02T13:23:00.000Z
SVMI-000000010,SVMI,UBBB,URGENTE,260,2026-01-02T14:27:00.000Z
SVMI-000000011,SVMI,LDZA,NORMAL,199,2026-01-02T15:31:00.000Z
SVMI-000000013,SVMI,SCEL,NORMAL,30,2026-01-02T17:33:00.000Z
SVMI-000000014,SVMI,SEQM,URGENTE,146,2026-01-03T05:11:00.000Z
SVMI-000000015,SVMI,UBBB,URGENTE,275,2026-01-03T06:12:00.000Z
SVMI-000000016,SVMI,SLLP,URGENTE,109,2026-01-03T07:20:00.000Z
SVMI-000000017,SVMI,EKCH,URGENTE,166,2026-01-03T08:28:00.000Z
SVMI-000000018,SVMI,SLLP,URGENTE,120,2026-01-03T09:27:00.000Z
SVMI-000000019,SVMI,LKPR,URGENTE,150,2026-01-03T10:39:00.000Z
SVMI-000000020,SVMI,SEQM,URGENTE,229,2026-01-03T11:44:00.000Z
SVMI-000000021,SVMI,EKCH,URGENTE,54,2026-01-03T12:43:00.000Z
SVMI-000000022,SVMI,SCEL,URGENTE,87,2026-01-03T13:49:00.000Z
SVMI-000000023,SVMI,EDDI,URGENTE,173,2026-01-03T14:51:00.000Z
SVMI-000000024,SVMI,LDZA,URGENTE,129,2026-01-03T15:59:00.000Z
SVMI-000000025,SVMI,SGAS,NORMAL,87,2026-01-03T17:08:00.000Z
SVMI-000000026,SVMI,LBSF,URGENTE,26,2026-01-04T04:00:00.000Z
SVMI-000000027,SVMI,SLLP,URGENTE,257,2026-01-04T05:53:00.000Z
SVMI-000000028,SVMI,OSDI,URGENTE,320,2026-01-04T06:53:00.000Z
SVMI-000000029,SVMI,LDZA,URGENTE,266,2026-01-04T07:41:00.000Z
SVMI-000000030,SVMI,OSDI,URGENTE,132,2026-01-04T08:39:00.000Z
SVMI-000000031,SVMI,OOMS,URGENTE,23,2026-01-04T09:34:00.000Z
SVMI-000000032,SVMI,SUAA,URGENTE,326,2026-01-04T10:31:00.000Z
SVMI-000000033,SVMI,LDZA,URGENTE,269,2026-01-04T11:24:00.000Z
SVMI-000000034,SVMI,UBBB,NORMAL,17,2026-01-04T12:18:00.000Z
SVMI-000000035,SVMI,LDZA,NORMAL,182,2026-01-04T13:15:00.000Z
SVMI-000000036,SVMI,LKPR,NORMAL,127,2026-01-04T14:11:00.000Z
SVMI-000000037,SVMI,LDZA,NORMAL,309,2026-01-04T15:04:00.000Z
SVMI-000000038,SVMI,LDZA,NORMAL,234,2026-01-04T15:01:00.000Z
SVMI-000000039,SVMI,OPKC,NORMAL,195,2026-01-04T16:59:00.000Z
SVMI-000000040,SVMI,OOMS,NORMAL,33,2026-01-04T17:49:00.000Z
SVMI-000000041,SVMI,SLLP,NORMAL,29,2026-01-04T18:43:00.000Z
SBBR-000000001,SBBR,EHAM,URGENTE,96,2026-01-02T04:16:00.000Z
SBBR-000000002,SBBR,OAKB,URGENTE,121,2026-01-02T05:37:00.000Z
SBBR-000000003,SBBR,SCEL,URGENTE,105,2026-01-02T06:52:00.000Z
SBBR-000000004,SBBR,OJAI,URGENTE,253,2026-01-02T08:01:00.000Z
SBBR-000000005,SBBR,SEQM,URGENTE,213,2026-01-02T09:21:00.000Z
SBBR-000000006,SBBR,OOMS,URGENTE,144,2026-01-02T10:33:00.000Z
SBBR-000000007,SBBR,OOMS,URGENTE,242,2026-01-02T11:48:00.000Z
SBBR-000000008,SBBR,OYSN,URGENTE,267,2026-01-02T13:07:00.000Z
SBBR-000000009,SBBR,SPIM,NORMAL,209,2026-01-02T14:22:00.000Z
SBBR-000000010,SBBR,SLLP,URGENTE,128,2026-01-03T03:57:00.000Z
SBBR-000000011,SBBR,SCEL,URGENTE,68,2026-01-03T04:49:00.000Z
SBBR-000000012,SBBR,SPIM,URGENTE,192,2026-01-03T05:47:00.000Z
SBBR-000000013,SBBR,EDDI,URGENTE,314,2026-01-03T06:37:00.000Z
SBBR-000000014,SBBR,LKPR,URGENTE,68,2026-01-03T07:26:00.000Z
SBBR-000000015,SBBR,EBCI,URGENTE,257,2026-01-03T08:25:00.000Z
SBBR-000000016,SBBR,LDZA,NORMAL,35,2026-01-03T09:12:00.000Z
SBBR-000000017,SBBR,SEQM,NORMAL,298,2026-01-03T10:08:00.000Z
SBBR-000000018,SBBR,UMMS,NORMAL,165,2026-01-03T10:03:00.000Z
SBBR-000000019,SBBR,OPKC,NORMAL,147,2026-01-03T11:52:00.000Z
SBBR-000000020,SBBR,SVMI,NORMAL,106,2026-01-03T12:47:00.000Z
SBBR-000000021,SBBR,OAKB,NORMAL,38,2026-01-03T13:43:00.000Z
SBBR-000000022,SBBR,EHAM,NORMAL,1,2026-01-03T14:35:00.000Z
SBBR-000000023,SBBR,LKPR,NORMAL,168,2026-01-03T15:28:00.000Z
SBBR-000000024,SBBR,SVMI,NORMAL,146,2026-01-03T16:19:00.000Z
SBBR-000000025,SBBR,EKCH,NORMAL,187,2026-01-03T17:10:00.000Z
SBBR-000000026,SBBR,VIDP,NORMAL,38,2026-01-03T18:01:00.000Z
SBBR-000000027,SBBR,EKCH,URGENTE,26,2026-01-04T04:20:00.000Z
SBBR-000000028,SBBR,OOMS,URGENTE,173,2026-01-04T05:36:00.000Z
SBBR-000000030,SBBR,SPIM,URGENTE,150,2026-01-04T08:00:00.000Z
SBBR-000000031,SBBR,EBCI,URGENTE,253,2026-01-04T09:17:00.000Z
SBBR-000000032,SBBR,LDZA,URGENTE,263,2026-01-04T10:32:00.000Z
SBBR-000000033,SBBR,OJAI,URGENTE,44,2026-01-04T11:51:00.000Z
SBBR-000000034,SBBR,OAKB,URGENTE,300,2026-01-04T13:07:00.000Z
SBBR-000000035,SBBR,EKCH,NORMAL,70,2026-01-04T14:24:00.000Z
SPIM-000000001,SPIM,LKPR,URGENTE,127,2026-01-02T05:53:00.000Z
SPIM-000000002,SPIM,LBSF,URGENTE,206,2026-01-02T06:41:00.000Z
SPIM-000000003,SPIM,OAKB,NORMAL,215,2026-01-02T07:21:00.000Z
SPIM-000000004,SPIM,OSDI,NORMAL,62,2026-01-02T08:05:00.000Z
SPIM-000000005,SPIM,EHAM,NORMAL,19,2026-01-02T08:56:00.000Z
SPIM-000000006,SPIM,OSDI,NORMAL,111,2026-01-02T09:44:00.000Z
SPIM-000000007,SPIM,OSDI,NORMAL,80,2026-01-02T10:31:00.000Z
SPIM-000000008,SPIM,SBBR,NORMAL,51,2026-01-02T11:13:00.000Z
SPIM-000000009,SPIM,EHAM,NORMAL,111,2026-01-02T11:58:00.000Z
SPIM-000000010,SPIM,UMMS,NORMAL,183,2026-01-02T12:44:00.000Z
SPIM-000000011,SPIM,VIDP,NORMAL,143,2026-01-02T13:30:00.000Z
SPIM-000000012,SPIM,LATI,NORMAL,164,2026-01-02T14:20:00.000Z
SPIM-000000013,SPIM,SLLP,NORMAL,61,2026-01-02T14:58:00.000Z
SPIM-000000014,SPIM,UBBB,NORMAL,116,2026-01-02T15:47:00.000Z
SPIM-000000015,SPIM,SBBR,NORMAL,185,2026-01-02T16:38:00.000Z
SPIM-000000016,SPIM,EKCH,NORMAL,96,2026-01-02T17:20:00.000Z
SPIM-000000017,SPIM,LKPR,NORMAL,279,2026-01-02T18:08:00.000Z
SPIM-000000018,SPIM,SABE,NORMAL,164,2026-01-02T18:52:00.000Z
SPIM-000000019,SPIM,SBBR,NORMAL,90,2026-01-02T19:38:00.000Z
SPIM-000000020,SPIM,OJAI,NORMAL,189,2026-01-02T20:25:00.000Z
SPIM-000000021,SPIM,LATI,NORMAL,277,2026-01-02T21:08:00.000Z
SPIM-000000022,SPIM,OAKB,URGENTE,89,2026-01-03T05:51:00.000Z
SPIM-000000023,SPIM,SLLP,URGENTE,141,2026-01-03T06:33:00.000Z
SPIM-000000024,SPIM,LOWW,NORMAL,236,2026-01-03T07:23:00.000Z
SPIM-000000025,SPIM,SABE,NORMAL,194,2026-01-03T08:10:00.000Z
SPIM-000000026,SPIM,LDZA,NORMAL,122,2026-01-03T08:54:00.000Z
SPIM-000000027,SPIM,EKCH,NORMAL,54,2026-01-03T09:39:00.000Z
SPIM-000000028,SPIM,OJAI,NORMAL,292,2026-01-03T10:22:00.000Z
SPIM-000000029,SPIM,SBBR,NORMAL,189,2026-01-03T11:12:00.000Z
SPIM-000000030,SPIM,SEQM,NORMAL,176,2026-01-03T11:57:00.000Z
SPIM-000000031,SPIM,SEQM,NORMAL,186,2026-01-03T12:41:00.000Z
SPIM-000000032,SPIM,SEQM,NORMAL,129,2026-01-03T13:30:00.000Z
SPIM-000000033,SPIM,LDZA,NORMAL,270,2026-01-03T14:12:00.000Z
SPIM-000000034,SPIM,OJAI,NORMAL,294,2026-01-03T14:06:00.000Z
SPIM-000000035,SPIM,UBBB,NORMAL,261,2026-01-03T15:53:00.000Z
SPIM-000000036,SPIM,SEQM,NORMAL,67,2026-01-03T16:33:00.000Z
SPIM-000000037,SPIM,EDDI,NORMAL,268,2026-01-03T17:17:00.000Z
SPIM-000000038,SPIM,EKCH,NORMAL,315,2026-01-03T18:11:00.000Z
SPIM-000000039,SPIM,OSDI,NORMAL,242,2026-01-03T18:49:00.000Z
SPIM-000000040,SPIM,SKBO,NORMAL,159,2026-01-03T19:38:00.000Z
SPIM-000000041,SPIM,SVMI,NORMAL,279,2026-01-03T20:21:00.000Z
SPIM-000000042,SPIM,SABE,NORMAL,114,2026-01-03T21:13:00.000Z
SPIM-000000043,SPIM,LOWW,URGENTE,172,2026-01-04T05:51:00.000Z
SPIM-000000044,SPIM,SUAA,URGENTE,22,2026-01-04T06:51:00.000Z
SPIM-000000045,SPIM,EHAM,URGENTE,172,2026-01-04T07:34:00.000Z
SPIM-000000046,SPIM,VIDP,URGENTE,79,2026-01-04T08:25:00.000Z
SPIM-000000047,SPIM,OPKC,URGENTE,324,2026-01-04T09:21:00.000Z
SPIM-000000048,SPIM,VIDP,URGENTE,249,2026-01-04T10:12:00.000Z
SPIM-000000049,SPIM,SVMI,NORMAL,327,2026-01-04T10:04:00.000Z
SPIM-000000050,SPIM,OOMS,NORMAL,269,2026-01-04T11:57:00.000Z
SPIM-000000051,SPIM,SABE,NORMAL,40,2026-01-04T12:40:00.000Z
SPIM-000000052,SPIM,EDDI,NORMAL,100,2026-01-04T13:36:00.000Z
SPIM-000000054,SPIM,OYSN,NORMAL,166,2026-01-04T15:13:00.000Z
SPIM-000000055,SPIM,SBBR,NORMAL,159,2026-01-04T16:08:00.000Z
SPIM-000000056,SPIM,OJAI,NORMAL,305,2026-01-04T16:55:00.000Z
SPIM-000000057,SPIM,OSDI,NORMAL,216,2026-01-04T17:52:00.000Z
SPIM-000000058,SPIM,SGAS,NORMAL,213,2026-01-04T18:42:00.000Z
SPIM-000000059,SPIM,UBBB,NORMAL,270,2026-01-04T19:31:00.000Z
SPIM-000000060,SPIM,SGAS,NORMAL,154,2026-01-04T20:21:00.000Z
SLLP-000000001,SLLP,LOWW,URGENTE,205,2026-01-02T04:58:00.000Z
SLLP-000000002,SLLP,OYSN,URGENTE,156,2026-01-02T05:38:00.000Z
SLLP-000000003,SLLP,OYSN,URGENTE,10,2026-01-02T06:32:00.000Z
SLLP-000000004,SLLP,SABE,URGENTE,132,2026-01-02T07:22:00.000Z
SLLP-000000005,SLLP,UBBB,NORMAL,259,2026-01-02T08:13:00.000Z
SLLP-000000006,SLLP,UBBB,NORMAL,49,2026-01-02T08:55:00.000Z
SLLP-000000007,SLLP,LOWW,NORMAL,278,2026-01-02T09:45:00.000Z
SLLP-000000008,SLLP,OYSN,NORMAL,248,2026-01-02T10:39:00.000Z
SLLP-000000009,SLLP,LATI,NORMAL,94,2026-01-02T11:23:00.000Z
SLLP-000000010,SLLP,OYSN,NORMAL,272,2026-01-02T12:19:00.000Z
SLLP-000000011,SLLP,SPIM,NORMAL,58,2026-01-02T12:02:00.000Z
SLLP-000000012,SLLP,SVMI,NORMAL,212,2026-01-02T13:48:00.000Z
SLLP-000000013,SLLP,OOMS,NORMAL,157,2026-01-02T14:43:00.000Z
SLLP-000000014,SLLP,SPIM,NORMAL,325,2026-01-02T15:32:00.000Z
SLLP-000000015,SLLP,EKCH,NORMAL,245,2026-01-02T16:22:00.000Z
SLLP-000000016,SLLP,LKPR,NORMAL,167,2026-01-02T17:13:00.000Z
SLLP-000000017,SLLP,VIDP,NORMAL,16,2026-01-02T17:54:00.000Z
SLLP-000000018,SLLP,EBCI,NORMAL,179,2026-01-02T18:50:00.000Z
SLLP-000000019,SLLP,VIDP,NORMAL,11,2026-01-02T19:35:00.000Z
SLLP-000000020,SLLP,SCEL,URGENTE,214,2026-01-03T04:58:00.000Z
SLLP-000000021,SLLP,OYSN,URGENTE,167,2026-01-03T05:00:00.000Z
SLLP-000000022,SLLP,UBBB,URGENTE,195,2026-01-03T06:56:00.000Z
SLLP-000000023,SLLP,SCEL,URGENTE,51,2026-01-03T07:49:00.000Z
SLLP-000000024,SLLP,LBSF,URGENTE,289,2026-01-03T08:51:00.000Z
SLLP-000000025,SLLP,SVMI,URGENTE,309,2026-01-03T09:51:00.000Z
SLLP-000000026,SLLP,EHAM,URGENTE,122,2026-01-03T10:48:00.000Z
SLLP-000000027,SLLP,OJAI,URGENTE,13,2026-01-03T11:39:00.000Z
SLLP-000000028,SLLP,LBSF,NORMAL,78,2026-01-03T12:39:00.000Z
SLLP-000000029,SLLP,SKBO,NORMAL,159,2026-01-03T13:31:00.000Z
SLLP-000000030,SLLP,LATI,NORMAL,266,2026-01-03T14:33:00.000Z
SLLP-000000031,SLLP,OPKC,NORMAL,239,2026-01-03T15:27:00.000Z
SLLP-000000032,SLLP,EDDI,NORMAL,157,2026-01-03T16:22:00.000Z
SLLP-000000033,SLLP,LOWW,NORMAL,303,2026-01-03T17:22:00.000Z
SLLP-000000034,SLLP,SABE,NORMAL,88,2026-01-03T18:24:00.000Z
SLLP-000000035,SLLP,UMMS,URGENTE,144,2026-01-04T04:51:00.000Z
SLLP-000000037,SLLP,SKBO,URGENTE,219,2026-01-04T06:24:00.000Z
SLLP-000000038,SLLP,OJAI,URGENTE,76,2026-01-04T07:15:00.000Z
SLLP-000000039,SLLP,SBBR,NORMAL,111,2026-01-04T08:01:00.000Z
SLLP-000000040,SLLP,SUAA,NORMAL,299,2026-01-04T08:56:00.000Z
SLLP-000000042,SLLP,LATI,NORMAL,81,2026-01-04T10:30:00.000Z
SLLP-000000043,SLLP,VIDP,NORMAL,93,2026-01-04T11:21:00.000Z
SLLP-000000044,SLLP,OPKC,NORMAL,264,2026-01-04T12:02:00.000Z
SLLP-000000045,SLLP,LKPR,NORMAL,110,2026-01-04T12:55:00.000Z
SLLP-000000046,SLLP,UMMS,NORMAL,21,2026-01-04T13:39:00.000Z
SLLP-000000047,SLLP,VIDP,NORMAL,111,2026-01-04T14:33:00.000Z
SLLP-000000048,SLLP,UBBB,NORMAL,248,2026-01-04T15:20:00.000Z
SLLP-000000049,SLLP,UMMS,NORMAL,160,2026-01-04T16:06:00.000Z
SLLP-000000051,SLLP,LATI,NORMAL,112,2026-01-04T17:43:00.000Z
SLLP-000000052,SLLP,EKCH,NORMAL,112,2026-01-04T18:27:00.000Z
SLLP-000000053,SLLP,OAKB,NORMAL,28,2026-01-04T19:16:00.000Z
SLLP-000000054,SLLP,SCEL,NORMAL,213,2026-01-04T20:00:00.000Z
SCEL-000000001,SCEL,UMMS,URGENTE,262,2026-01-02T03:51:00.000Z
SCEL-000000002,SCEL,LDZA,URGENTE,169,2026-01-02T04:35:00.000Z
SCEL-000000003,SCEL,OAKB,NORMAL,70,2026-01-02T05:26:00.000Z
SCEL-000000004,SCEL,OYSN,NORMAL,154,2026-01-02T06:10:00.000Z
SCEL-000000005,SCEL,SABE,NORMAL,297,2026-01-02T06:50:00.000Z
SCEL-000000006,SCEL,SLLP,NORMAL,23,2026-01-02T07:39:00.000Z
SCEL-000000008,SCEL,UBBB,NORMAL,229,2026-01-02T09:12:00.000Z
SCEL-000000009,SCEL,EBCI,NORMAL,99,2026-01-02T09:54:00.000Z
SCEL-000000010,SCEL,EDDI,NORMAL,132,2026-01-02T10:47:00.000Z
SCEL-000000011,SCEL,EDDI,NORMAL,320,2026-01-02T11:30:00.000Z
SCEL-000000012,SCEL,UMMS,NORMAL,190,2026-01-02T12:17:00.000Z
SCEL-000000013,SCEL,SVMI,NORMAL,255,2026-01-02T12:58:00.000Z
SCEL-000000014,SCEL,LDZA,NORMAL,26,2026-01-02T13:52:00.000Z
SCEL-000000015,SCEL,EKCH,NORMAL,215,2026-01-02T14:39:00.000Z
SCEL-000000016,SCEL,OJAI,NORMAL,169,2026-01-02T15:16:00.000Z
SCEL-000000017,SCEL,OYSN,NORMAL,61,2026-01-02T16:08:00.000Z
SCEL-000000018,SCEL,SPIM,NORMAL,109,2026-01-02T16:51:00.000Z
SCEL-000000019,SCEL,EKCH,NORMAL,305,2026-01-02T17:36:00.000Z
SCEL-000000020,SCEL,OPKC,NORMAL,142,2026-01-02T18:25:00.000Z
SCEL-000000021,SCEL,LBSF,NORMAL,194,2026-01-02T19:15:00.000Z
SCEL-000000022,SCEL,OOMS,URGENTE,101,2026-01-03T03:50:00.000Z
SCEL-000000023,SCEL,LDZA,URGENTE,320,2026-01-03T04:37:00.000Z
SCEL-000000024,SCEL,SBBR,NORMAL,220,2026-01-03T05:26:00.000Z
SCEL-000000025,SCEL,SABE,NORMAL,101,2026-01-03T06:06:00.000Z
SCEL-000000026,SCEL,EKCH,NORMAL,255,2026-01-03T06:50:00.000Z
SCEL-000000027,SCEL,SGAS,NORMAL,136,2026-01-03T07:41:00.000Z
SCEL-000000028,SCEL,EBCI,NORMAL,207,2026-01-03T08:29:00.000Z
SCEL-000000030,SCEL,SLLP,NORMAL,119,2026-01-03T09:56:00.000Z
SCEL-000000031,SCEL,OPKC,NORMAL,310,2026-01-03T10:45:00.000Z
SCEL-000000032,SCEL,OYSN,NORMAL,43,2026-01-03T11:27:00.000Z
SCEL-000000033,SCEL,OYSN,NORMAL,114,2026-01-03T12:16:00.000Z
SCEL-000000035,SCEL,UMMS,NORMAL,171,2026-01-03T13:44:00.000Z
SCEL-000000036,SCEL,OYSN,NORMAL,158,2026-01-03T14:35:00.000Z
SCEL-000000037,SCEL,SVMI,NORMAL,96,2026-01-03T15:22:00.000Z
